WKT,name,description
"POLYGON ((34.7753031 32.1035287, 34.7662146 32.1038099, 34.751795 32.0942122, 34.7377489 32.0395221, 34.7451303 32.0379942, 34.7469328 32.0381398, 34.7505376 32.0376668, 34.7553871 32.0384308, 34.7593782 32.0369029, 34.7612236 32.0390856, 34.7734544 32.0363208, 34.7753427 32.0361025, 34.777746 32.0365391, 34.7798059 32.0383216, 34.78178 32.0406863, 34.7830675 32.042687, 34.783797 32.045197, 34.7847412 32.0481071, 34.7854707 32.0516354, 34.785857 32.0558183, 34.7869728 32.0590554, 34.7876165 32.0615285, 34.7886465 32.062947, 34.7905777 32.0645108, 34.7922084 32.0663292, 34.7931955 32.0684386, 34.7938821 32.071457, 34.7940538 32.074548, 34.7953413 32.0771662, 34.7978304 32.0793844, 34.7985599 32.0819661, 34.7998474 32.0858567, 34.8013883 32.0897696, 34.8027401 32.0971138, 34.8036303 32.1003508, 34.8047461 32.1008598, 34.8051752 32.1013687, 34.8060335 32.1043861, 34.8052825 32.1067126, 34.8048534 32.1070579, 34.8032226 32.1068217, 34.8013343 32.1063491, 34.8003687 32.10644, 34.7998752 32.1060219, 34.7984161 32.1046223, 34.7966136 32.1038771, 34.7947008 32.103456, 34.7934133 32.1038922, 34.7835428 32.1028017, 34.7779638 32.1021473, 34.7753031 32.1035287))",JL TLV 1,
